CLUSTER_242,1,6,6,0.16666666666666666,3,1.0,0.0
CLUSTER_243,2,7,8,0.2857142857142857,3,0.5,1.0
CLUSTER_244,1,13,6,0.07692307692307693,3,1.0,1.0
CLUSTER_245,2,11,9,0.18181818181818182,3,0.5,0.5
CLUSTER_246,1,13,10000,0.07692307692307693,4,1.0,1.0
CLUSTER_247,2,13,2,0.15384615384615385,4,0.5,0.5
CLUSTER_248,1,5,5,0.2,3,0.5,0.5
CLUSTER_249,1,6,7,0.16666666666666666,3,0.5,1.0
CLUSTER_25,1,3,11,0.3333333333333333,3,0.5,1.0
CLUSTER_250,1,12,5,0.08333333333333333,3,1.0,1.0
CLUSTER_251,1,8,1,0.125,3,1.0,1.0
CLUSTER_252,2,3,5,0.6666666666666666,3,0.3333333333333333,1.0
CLUSTER_253,2,13,10,0.15384615384615385,3,0.5,0.5
CLUSTER_254,1,83,10000,0.012048192771084338,3,1.0,1.0
CLUSTER_255,2,95,3,0.021052631578947368,3,0.5,0.5
CLUSTER_256,1,12,6,0.08333333333333333,3,0.5,0.5
CLUSTER_257,2,13,5,0.15384615384615385,3,0.5,0.5
CLUSTER_258,1,3,12,0.3333333333333333,1,1.0,0.0
CLUSTER_259,1,3,7,0.3333333333333333,3,0.5,1.0
CLUSTER_26,1,14,7,0.07142857142857142,3,0.5,0.5
CLUSTER_260,1,3,7,0.3333333333333333,3,0.5,1.0
CLUSTER_261,1,8,4,0.125,3,1.0,1.0
CLUSTER_262,1,30,4,0.03333333333333333,3,1.0,1.0
CLUSTER_263,3,5,4,0.6,3,0.3333333333333333,1.0
CLUSTER_264,2,9,12,0.2222222222222222,3,0.5,0.5
CLUSTER_265,1,32,10000,0.03125,3,1.0,1.0
CLUSTER_266,2,11,4,0.18181818181818182,3,0.5,0.5
CLUSTER_267,1,3,11,0.3333333333333333,3,0.5,1.0
CLUSTER_268,1,7,4,0.14285714285714285,3,1.0,1.0
CLUSTER_269,1,3,10,0.3333333333333333,4,1.0,0.0
CLUSTER_27,3,27,6,0.1111111111111111,4,0.3333333333333333,0.75
CLUSTER_270,2,10,5,0.2,3,0.5,1.0
CLUSTER_271,1,9,10000,0.1111111111111111,3,1.0,1.0
CLUSTER_272,1,34,10000,0.029411764705882353,3,1.0,1.0
CLUSTER_273,1,6,10000,0.16666666666666666,3,0.5,0.5
CLUSTER_274,1,47,7,0.02127659574468085,3,1.0,0.0
CLUSTER_275,3,14,4,0.21428571428571427,3,0.25,0.75
CLUSTER_276,2,11,4,0.18181818181818182,3,0.3333333333333333,0.6666666666666666
CLUSTER_28,3,9,2,0.3333333333333333,3,0.3333333333333333,1.0
CLUSTER_29,2,4,11,0.5,4,0.3333333333333333,0.6666666666666666
CLUSTER_3,4,12,5,0.3333333333333333,3,0.2,0.8
CLUSTER_30,1,1,0,1.0,3,1.0,1.0
CLUSTER_31,1,1,0,1.0,4,1.0,1.0
CLUSTER_32,1,4,3,0.25,4,1.0,1.0
CLUSTER_33,3,9,3,0.3333333333333333,3,0.3333333333333333,1.0
CLUSTER_34,1,24,13,0.041666666666666664,3,1.0,0.0
CLUSTER_35,3,95,11,0.031578947368421054,3,0.3333333333333333,1.0
CLUSTER_36,1,12,4,0.08333333333333333,3,1.0,1.0
CLUSTER_37,1,8,8,0.125,3,1.0,1.0
CLUSTER_38,3,10,2,0.3,3,0.3333333333333333,1.0
CLUSTER_39,1,31,2,0.03225806451612903,3,1.0,1.0
CLUSTER_4,2,15,5,0.13333333333333333,4,0.3333333333333333,0.6666666666666666
CLUSTER_40,2,4,4,0.5,4,0.3333333333333333,0.5
CLUSTER_41,2,9,8,0.2222222222222222,3,0.3333333333333333,1.0
CLUSTER_42,1,26,5,0.038461538461538464,3,1.0,1.0
CLUSTER_43,1,11,7,0.09090909090909091,3,1.0,1.0
CLUSTER_44,7,24,9,0.2916666666666667,3,0.125,0.6666666666666666
CLUSTER_45,1,17,10000,0.058823529411764705,3,1.0,1.0
CLUSTER_46,1,3,3,0.3333333333333333,4,1.0,1.0
CLUSTER_47,2,20,2,0.1,3,0.5,0.0
CLUSTER_48,1,26,1,0.038461538461538464,3,1.0,1.0
CLUSTER_49,3,13,1,0.23076923076923078,3,0.3333333333333333,1.0
CLUSTER_5,2,2,5,1.0,4,0.5,1.0
CLUSTER_50,1,30,6,0.03333333333333333,3,1.0,1.0
CLUSTER_51,1,10,6,0.1,3,1.0,1.0
CLUSTER_52,1,17,11,0.058823529411764705,3,1.0,1.0
CLUSTER_53,3,9,0,0.3333333333333333,3,0.3333333333333333,1.0
CLUSTER_54,1,4,10000,0.25,4,1.0,1.0
CLUSTER_55,1,5,4,0.2,3,1.0,1.0
CLUSTER_56,3,240,8,0.0125,3,0.6666666666666666,1.0
CLUSTER_57,1,1,13,1.0,4,1.0,1.0
CLUSTER_58,1,1,2,1.0,4,1.0,1.0
CLUSTER_59,1,10,7,0.1,3,1.0,1.0
CLUSTER_6,2,12,10,0.16666666666666666,3,0.3333333333333333,0.6666666666666666
CLUSTER_60,1,15,5,0.06666666666666667,3,1.0,1.0
CLUSTER_61,4,222,2,0.018018018018018018,3,0.25,0.8333333333333334
CLUSTER_62,1,133,10,0.007518796992481203,3,1.0,1.0
CLUSTER_63,4,22,0,0.18181818181818182,3,0.25,0.75
CLUSTER_64,1,20,10000,0.05,3,1.0,1.0
CLUSTER_65,3,9,8,0.3333333333333333,3,0.3333333333333333,1.0
CLUSTER_66,1,2,6,0.5,3,1.0,1.0
CLUSTER_67,2,8,8,0.25,3,0.3333333333333333,0.6666666666666666
CLUSTER_68,1,5,4,0.2,3,1.0,1.0
CLUSTER_69,1,13,8,0.07692307692307693,3,1.0,1.0
CLUSTER_7,1,2,1,0.5,4,1.0,1.0
CLUSTER_70,1,23,4,0.043478260869565216,3,1.0,1.0
CLUSTER_71,1,21,9,0.047619047619047616,3,1.0,1.0
CLUSTER_72,1,9,10000,0.1111111111111111,4,1.0,1.0
CLUSTER_73,3,9,1,0.3333333333333333,3,0.3333333333333333,1.0
CLUSTER_74,4,35,9,0.11428571428571428,3,0.25,0.8333333333333334
CLUSTER_75,1,5,7,0.2,3,1.0,1.0
CLUSTER_76,3,9,6,0.3333333333333333,3,0.3333333333333333,1.0
CLUSTER_77,1,10,9,0.1,4,1.0,1.0
CLUSTER_78,1,41,3,0.024390243902439025,3,1.0,1.0
CLUSTER_79,1,5,8,0.2,4,1.0,1.0
CLUSTER_8,1,1,7,1.0,3,1.0,1.0
CLUSTER_80,1,12,10000,0.08333333333333333,3,1.0,1.0
CLUSTER_81,4,10,2,0.4,3,0.25,0.75
CLUSTER_82,1,3,10000,0.3333333333333333,3,0.5,0.5
CLUSTER_83,3,14,11,0.21428571428571427,3,0.3333333333333333,1.0
CLUSTER_84,2,3,9,0.6666666666666666,4,0.5,0.5
CLUSTER_85,1,7,4,0.14285714285714285,3,1.0,0.0
CLUSTER_86,1,10,10,0.1,3,1.0,1.0
CLUSTER_87,1,4,7,0.25,3,1.0,1.0
CLUSTER_88,1,14,10000,0.07142857142857142,3,1.0,1.0
CLUSTER_89,4,12,5,0.3333333333333333,3,0.2,0.8
CLUSTER_9,3,8,1,0.375,3,0.3333333333333333,1.0
CLUSTER_90,3,20,4,0.15,3,0.3333333333333333,1.0
CLUSTER_91,2,8,6,0.25,4,0.3333333333333333,1.0
CLUSTER_92,1,7,11,0.14285714285714285,3,1.0,0.0
CLUSTER_93,2,4,0,0.5,3,0.5,0.5
CLUSTER_94,1,3,11,0.3333333333333333,3,1.0,1.0
CLUSTER_95,1,8,1,0.125,3,1.0,1.0
CLUSTER_96,1,17,6,0.058823529411764705,4,1.0,1.0
CLUSTER_97,2,14,4,0.14285714285714285,3,0.3333333333333333,1.0
CLUSTER_98,1,7,10,0.14285714285714285,4,1.0,1.0
CLUSTER_99,1,3,2,0.3333333333333333,3,0.5,0.5
